HoursStudied,Attendance,ParentalInvolvement,AccessToResources,ExtracurricularActivities,SleepHours,PreviousScores,MotivationLevel,InternetAccess,TutoringSessions,FamilyIncome,TeacherQuality,SchoolType,PeerInfluence,PhysicalActivity,LearningDisabilities,ParentalEducationLevel,DistanceFromHome,Gender,ExamScore
13,87,1,-1,1,8,55,1,1,1,1,1,Private,1,3,0,1 School,1,Female,67
15,69,0,1,0,8,92,-1,1,0,-1,0,Public,0,1,0,College,0,Male,63
20,78,1,0,0,7,80,1,1,2,1,0,Public,1,3,0,College,1,Male,70
26,94,-1,0,0,6,59,1,1,4,-1,0,Public,0,3,0,1 School,1,Female,71
23,67,1,1,1,8,69,-1,1,1,1,0,Public,0,2,0,1 School,1,Female,67
21,71,0,0,0,8,54,1,1,1,0,0,Private,0,3,0,1 School,1,Male,64
20,78,-1,0,0,8,89,1,0,0,0,0,Private,0,4,0,College,1,Female,66
22,88,0,0,1,5,87,-1,1,1,-1,1,Public,0,3,0,Postgraduate,1,Male,70
21,75,0,-1,1,8,75,1,1,1,0,0,Private,-1,2,0,1 School,0,Male,65
14,97,-1,0,1,7,73,0,1,2,0,-1,Public,1,3,0,College,0,Male,68
20,64,0,-1,1,6,73,1,1,3,0,1,Public,-1,5,0,Postgraduate,-1,Female,65
14,75,1,0,0,8,52,0,1,3,0,0,Public,0,1,0,Postgraduate,1,Male,65
20,88,0,0,1,7,68,0,1,0,-1,1,Public,1,4,0,College,1,Female,69
17,69,0,0,0,10,56,0,1,1,0,0,Public,0,4,0,1 School,1,Female,63
35,86,-1,0,0,8,59,0,1,2,-1,-1,Public,1,2,0,College,0,Female,70
20,67,-1,-1,1,7,98,0,1,1,0,0,Public,0,4,0,College,1,Male,64
12,62,0,1,1,7,63,1,1,1,1,0,Public,0,4,0,1 School,1,Female,62
19,65,1,1,1,5,74,0,1,1,-1,,Private,1,3,0,1 School,1,Female,66
23,97,1,-1,1,9,94,1,1,2,-1,0,Public,1,3,0,1 School,0,Male,73
30,82,0,1,1,7,71,0,1,3,-1,1,Public,0,3,0,Postgraduate,-1,Female,72
16,92,0,0,1,7,76,1,0,0,1,0,Private,0,2,0,Postgraduate,-1,Male,68
11,73,0,1,0,5,58,0,0,0,0,0,Private,1,4,0,College,1,Male,62
25,84,0,-1,0,8,64,0,1,2,-1,0,Private,0,4,0,1 School,,Male,67
12,80,0,-1,0,6,75,0,1,1,-1,1,Public,-1,4,0,1 School,0,Male,62
17,98,1,1,0,6,68,0,1,2,0,0,Public,1,3,0,1 School,1,Male,72
18,90,-1,1,0,7,52,1,1,2,0,1,Public,-1,2,0,1 School,1,Male,67
20,89,1,0,1,6,70,-1,1,1,-1,0,Private,1,3,0,1 School,0,Female,68
24,62,-1,1,1,6,91,0,1,2,0,0,Public,0,3,0,1 School,0,Female,65
16,82,0,0,0,7,56,-1,1,0,1,1,Private,-1,1,1,1 School,-1,Female,79
18,79,1,-1,0,9,51,1,1,2,0,0,Private,1,3,0,1 School,1,Male,66
20,97,0,0,1,8,56,-1,1,1,-1,0,Private,0,2,0,1 School,1,Female,68
21,70,-1,-1,1,8,84,0,1,1,1,1,Public,1,3,1,Postgraduate,1,Male,65
21,71,0,1,1,8,90,0,1,3,-1,0,Public,0,4,0,1 School,0,Female,67
23,76,0,1,1,6,52,-1,1,3,0,0,Public,0,4,0,College,0,Male,67
25,70,-1,0,1,9,94,0,1,1,0,,Public,0,4,0,1 School,0,Male,67
22,65,0,0,1,4,81,1,1,5,0,0,Public,1,4,0,College,-1,Female,68
23,94,0,1,0,8,76,-1,1,3,0,0,Public,1,3,0,1 School,0,Male,72
11,82,1,0,0,8,63,1,1,1,0,0,Public,0,5,0,1 School,1,Male,65
20,94,-1,0,0,7,69,-1,1,0,-1,0,Public,1,3,1,1 School,0,Female,65
23,93,0,0,1,6,97,-1,0,1,0,0,Public,1,2,0,College,0,Male,70
24,71,0,0,1,7,96,0,1,2,-1,,Public,-1,2,0,1 School,1,Male,67
16,82,0,1,1,6,81,0,1,1,0,0,Private,0,4,0,College,1,Male,68
16,63,0,0,0,8,79,0,1,2,-1,1,Public,1,3,0,College,0,Male,63
17,97,0,0,1,8,61,-1,1,2,-1,0,Public,0,2,0,1 School,1,Male,68
23,76,0,1,1,8,98,0,1,0,0,-1,Public,0,2,0,Postgraduate,0,Female,69
26,76,-1,-1,1,8,88,-1,1,2,-1,-1,Public,1,4,0,1 School,1,Male,66
18,72,1,0,1,8,69,1,0,2,1,0,Public,0,4,1,1 School,-1,Female,64
25,78,1,-1,1,8,91,0,1,3,-1,0,Public,-1,4,0,1 School,1,Male,69
21,70,-1,0,0,6,61,0,1,1,-1,0,Public,0,3,0,1 School,1,Male,62
19,75,0,1,1,5,61,1,1,0,0,0,Public,-1,3,0,1 School,1,Female,65
19,92,0,0,1,7,90,0,1,1,-1,1,Public,1,2,0,1 School,1,Female,70
24,93,-1,1,1,8,78,0,1,1,1,0,Public,0,4,0,1 School,1,Female,72
22,72,0,0,0,5,78,1,1,1,-1,1,Public,1,3,0,1 School,1,Female,66
34,79,1,-1,1,7,79,-1,1,3,0,1,Private,-1,2,1,1 School,0,Male,70
15,95,0,0,0,9,56,0,0,3,-1,1,Public,1,1,0,1 School,1,Male,67
23,62,1,1,1,7,67,-1,1,1,-1,0,Public,-1,4,0,Postgraduate,0,Female,65
17,96,0,-1,1,9,79,-1,0,3,0,0,Private,0,2,0,Postgraduate,0,Male,68
15,69,-1,0,1,9,62,-1,1,2,0,1,Public,0,3,0,1 School,0,Male,62
20,87,-1,0,1,7,75,1,1,1,-1,0,Public,-1,3,0,Postgraduate,1,Male,68
21,83,1,0,0,6,78,0,1,2,1,1,Public,1,3,1,1 School,1,Female,69
38,82,0,-1,0,6,97,-1,1,2,-1,0,Private,-1,3,0,College,1,Male,72
19,94,-1,0,0,7,62,0,1,0,0,0,Public,-1,3,1,1 School,0,Male,65
13,64,0,1,1,5,72,0,1,2,0,0,Private,0,2,0,Postgraduate,0,Male,63
22,74,1,1,1,5,99,0,1,0,-1,0,Public,0,2,0,College,1,Female,68
8,82,1,-1,0,4,59,0,1,1,0,0,Public,0,2,0,College,1,Male,62
19,92,0,0,1,7,89,0,0,0,-1,1,Private,0,2,0,Postgraduate,1,Male,69
20,69,0,-1,0,10,59,0,1,2,1,1,Public,1,4,0,1 School,1,Female,65
25,92,1,0,0,4,93,1,1,3,1,0,Public,0,2,0,1 School,1,Female,74
26,76,1,-1,1,7,74,0,1,4,0,1,Public,1,3,0,1 School,0,Female,70
17,68,0,-1,1,7,99,1,1,2,0,0,Public,1,3,0,1 School,1,Female,65
19,90,1,1,0,7,59,-1,1,3,1,0,Public,0,3,0,College,0,Male,70
15,64,-1,-1,1,9,84,-1,1,0,0,0,Public,0,3,0,College,-1,Male,59
13,81,-1,0,1,6,85,-1,1,1,-1,0,Private,0,3,0,1 School,0,Male,63
22,63,-1,1,1,4,86,-1,1,0,-1,1,Public,0,4,0,College,1,Female,64
12,74,-1,1,1,6,55,1,1,0,0,-1,Public,1,3,0,Postgraduate,1,Male,63
18,84,1,-1,0,6,64,0,1,2,-1,1,Public,1,2,0,1 School,1,Female,67
14,82,0,0,1,4,67,0,1,1,1,0,Public,0,4,0,1 School,0,Female,65
23,76,0,0,0,7,66,0,1,2,0,0,Public,0,3,0,College,1,Male,67
31,77,1,0,0,5,84,0,1,2,1,1,Public,1,5,0,,1,Male,73
12,69,1,1,1,7,53,-1,1,2,-1,1,Public,0,3,0,College,1,Male,64
9,78,-1,1,0,6,87,0,1,0,0,1,Private,1,3,0,Postgraduate,1,Male,65
19,98,0,1,1,5,76,0,1,2,0,0,Private,1,3,0,1 School,0,Male,72
20,94,1,0,0,8,59,1,1,3,0,0,Public,1,4,0,1 School,1,Female,72
21,66,1,0,0,7,61,0,1,2,1,1,Public,0,2,0,College,1,Male,66
17,61,1,0,1,7,55,1,1,1,0,0,Private,-1,2,1,College,1,Male,62
19,97,-1,0,0,8,73,0,1,2,0,0,Private,-1,1,0,College,1,Male,68
22,81,0,-1,1,7,80,-1,1,1,0,0,Public,1,3,0,College,0,Female,67
26,82,1,-1,0,7,79,0,1,1,0,0,Public,1,2,1,Postgraduate,1,Female,69
8,91,1,-1,0,6,98,0,1,1,0,0,Private,1,3,0,1 School,1,Female,67
18,73,0,0,0,5,65,0,1,1,-1,1,Public,-1,3,0,College,0,Female,63
21,79,-1,0,1,7,88,-1,1,0,-1,0,Private,-1,4,0,1 School,0,Male,65
14,99,1,0,0,6,86,-1,1,2,1,1,Private,-1,4,0,College,1,Male,71
30,87,0,0,0,8,53,-1,1,1,-1,1,Private,0,1,0,Postgraduate,1,Male,70
16,66,0,0,1,7,97,0,1,5,-1,1,Public,1,3,0,Postgraduate,1,Male,68
20,65,0,0,1,8,97,1,1,0,-1,0,Public,-1,3,0,College,1,Female,65
23,68,0,1,1,6,70,0,1,4,0,0,Public,1,2,0,1 School,1,Male,68
16,91,0,0,1,5,71,0,1,2,1,0,Public,-1,3,0,College,1,Male,69
9,72,0,1,1,10,91,0,0,1,1,0,Public,0,2,0,1 School,-1,Female,62
17,61,-1,1,1,7,75,0,0,2,0,1,Public,-1,4,0,College,1,Female,62
26,98,1,-1,0,8,90,-1,1,1,1,-1,Public,1,2,1,Postgraduate,0,Female,72
18,67,1,0,0,5,52,1,1,0,0,0,Private,0,4,0,Postgraduate,0,Male,64
15,60,1,0,0,7,63,-1,1,0,-1,1,Public,1,1,1,1 School,-1,Female,58
26,69,1,0,0,9,55,-1,1,1,-1,0,Public,0,3,0,College,1,Male,66
18,69,0,-1,1,5,73,-1,1,1,-1,1,Public,1,4,0,Postgraduate,0,Male,64
17,77,0,1,1,10,93,-1,1,3,1,1,Private,1,1,0,College,-1,Female,68
21,97,-1,-1,0,7,78,0,1,0,1,0,Public,0,3,0,Postgraduate,1,Female,69
25,95,-1,1,0,6,76,0,1,1,-1,0,Public,1,5,0,1 School,1,Male,71
34,78,0,1,1,8,68,0,1,1,0,0,Public,-1,2,0,College,1,Male,71
25,76,0,0,1,9,53,0,1,0,1,1,Private,1,3,0,1 School,0,Male,67
27,82,1,-1,1,6,88,0,1,2,1,1,Private,0,3,0,1 School,1,Male,71
17,70,0,0,1,6,79,-1,1,2,0,0,Public,1,3,0,1 School,,Female,64
14,62,0,0,1,7,97,1,1,0,0,0,Public,1,1,0,1 School,0,Male,62
20,98,0,0,0,8,72,0,1,1,1,0,Public,-1,4,0,1 School,1,Female,70
21,67,-1,1,0,7,70,-1,1,2,-1,0,Private,-1,2,0,Postgraduate,0,Female,63
14,68,1,0,1,8,99,1,1,0,1,0,Public,1,3,0,1 School,1,Female,66
19,79,0,0,1,8,57,-1,1,2,-1,-1,Public,1,3,0,1 School,0,Male,65
22,80,0,1,0,7,63,0,1,1,1,0,Public,1,3,0,College,1,Male,69
22,61,1,-1,1,6,74,0,1,1,-1,0,Public,-1,3,0,1 School,1,Male,63
23,66,0,0,0,7,76,-1,1,1,1,0,Public,0,2,0,College,0,Male,64
22,75,0,0,1,10,77,1,1,2,-1,-1,Public,0,2,0,1 School,1,Male,66
17,87,0,0,1,7,61,0,1,4,1,0,Public,-1,3,1,1 School,1,Female,67
17,69,1,1,1,9,96,0,1,2,-1,0,Public,-1,3,0,College,-1,Male,66
13,77,-1,1,0,6,85,-1,1,2,-1,0,Public,0,4,0,Postgraduate,1,Female,65
31,82,1,0,1,7,63,0,0,2,1,0,Private,1,2,0,Postgraduate,0,Male,72
20,96,1,0,1,8,65,1,1,0,0,-1,Public,0,2,0,1 School,1,Female,70
19,73,0,0,1,9,94,0,1,1,1,-1,Public,1,1,0,College,1,Female,67
14,65,0,1,0,9,69,-1,1,4,0,,Public,0,3,0,College,1,Male,64
38,80,1,0,0,5,78,0,1,1,-1,0,Public,1,4,0,College,-1,Female,72
14,90,0,0,1,9,56,0,1,0,-1,0,Public,0,4,0,1 School,1,Female,65
17,64,1,-1,1,10,63,0,1,0,1,0,Public,1,3,0,1 School,0,Female,62
22,77,0,1,0,6,71,1,1,3,-1,0,Public,-1,4,0,1 School,-1,Female,67
24,61,0,0,0,6,83,1,1,0,0,0,Public,1,3,1,1 School,1,Male,64
26,61,0,0,0,7,64,-1,1,0,0,0,Private,-1,3,0,Postgraduate,,Male,63
31,79,0,1,0,7,98,0,1,1,0,1,Public,0,2,0,College,0,Male,72
23,72,-1,0,0,6,61,1,1,1,1,0,Public,1,5,0,1 School,1,Male,66
14,94,1,0,1,5,89,0,1,0,0,0,Public,1,1,0,Postgraduate,1,Female,70
18,84,0,-1,1,9,68,-1,1,0,0,1,Private,-1,2,0,Postgraduate,1,Female,66
22,78,1,1,0,6,92,-1,1,1,1,1,Public,1,3,0,1 School,0,Male,70
32,76,-1,-1,1,6,96,-1,1,0,-1,1,Public,0,2,0,1 School,0,Female,67
12,80,0,0,1,7,59,1,1,1,-1,1,Public,1,2,0,1 School,1,Female,64
27,62,1,0,0,5,75,0,1,2,0,1,Public,1,2,0,,1,Male,67
21,96,1,1,1,5,58,0,1,0,1,1,Public,0,4,0,College,-1,Male,72
25,100,1,-1,0,6,85,-1,1,1,0,0,Public,1,3,0,1 School,1,Male,72
19,67,1,0,1,8,92,-1,1,2,1,0,Public,0,5,0,Postgraduate,0,Female,68
15,65,0,0,1,7,69,0,1,1,1,0,Public,0,3,0,Postgraduate,1,Female,64
25,66,1,0,1,4,70,0,0,1,1,0,Public,1,3,0,1 School,0,Male,66
24,86,-1,1,0,9,60,0,1,0,-1,1,Private,1,3,0,College,-1,Male,68
26,86,-1,-1,0,8,65,-1,1,0,-1,1,Public,0,4,0,1 School,1,Female,66
20,94,-1,1,1,7,66,1,1,1,-1,1,Private,1,1,0,1 School,1,Female,70
16,90,1,1,1,7,58,1,1,1,-1,0,Public,0,4,0,Postgraduate,1,Female,70
11,78,-1,1,1,8,65,0,1,0,0,,Private,0,2,0,1 School,,Female,62
25,85,-1,0,1,10,95,0,1,0,0,-1,Public,1,1,0,College,1,Male,69
23,88,0,0,1,8,66,-1,1,2,0,1,Private,1,2,0,College,0,Male,69
14,81,0,0,1,7,64,0,1,2,0,0,Public,1,4,1,College,1,Male,66
17,79,1,1,0,5,69,0,1,4,-1,0,Public,-1,3,0,Postgraduate,1,Female,68
17,86,0,1,0,7,98,0,1,2,-1,1,Public,1,5,0,Postgraduate,0,Male,71
11,82,0,0,1,8,88,0,0,1,-1,0,Private,-1,2,0,Postgraduate,0,Female,64
15,86,-1,1,0,7,60,0,1,2,0,0,Public,1,3,0,College,1,Male,67
13,85,0,1,1,6,88,0,1,2,0,1,Public,1,3,0,1 School,0,Female,68
18,89,-1,1,1,8,88,-1,1,0,1,,Public,-1,1,0,,0,Male,67
16,86,0,0,0,6,98,1,1,1,-1,0,Public,0,3,0,Postgraduate,1,Male,68
10,81,0,1,1,8,95,0,1,5,-1,1,Public,1,3,0,1 School,1,Female,69
32,87,0,1,1,6,55,0,1,0,-1,1,Public,0,3,0,1 School,1,Male,71
28,78,1,-1,1,4,73,-1,0,3,-1,0,Private,1,4,0,1 School,0,Female,68
15,70,1,1,0,6,85,1,1,0,-1,0,Private,1,2,0,College,0,Male,65
22,60,-1,0,0,7,99,0,1,1,-1,1,Public,0,3,0,College,0,Male,63
23,82,-1,0,1,8,54,0,1,0,0,1,Public,-1,1,0,1 School,1,Female,65
27,84,1,1,0,8,68,-1,1,3,-1,1,Private,1,2,1,Postgraduate,1,Female,72
15,99,-1,0,1,5,75,-1,1,2,0,-1,Public,0,1,0,College,0,Male,67
27,74,0,1,0,7,71,0,1,1,0,0,Public,1,3,0,1 School,1,Female,69
17,76,0,0,0,6,73,0,1,3,-1,1,Private,0,3,0,Postgraduate,1,Male,67
12,68,1,0,1,6,68,-1,1,2,0,0,Public,1,4,0,College,1,Male,64
24,63,0,-1,0,6,99,-1,0,0,-1,0,Public,1,3,0,1 School,0,Female,62
28,91,-1,0,0,7,90,0,1,2,1,-1,Private,0,3,0,1 School,1,Male,71
36,70,-1,1,0,10,87,0,1,2,-1,0,Public,1,3,0,,1,Male,70
13,84,-1,0,0,10,71,-1,1,1,0,1,Public,0,3,0,College,0,Male,64
24,88,0,0,1,6,94,0,1,0,-1,0,Private,-1,2,0,Postgraduate,0,Male,69
18,79,0,0,1,7,55,0,1,1,-1,1,Public,1,3,0,1 School,0,Female,65
25,95,1,1,1,7,57,0,1,2,1,0,Private,-1,2,0,College,0,Female,73
11,78,0,-1,1,7,98,-1,1,2,0,0,Public,0,3,0,1 School,1,Female,64
12,71,0,1,1,8,78,-1,1,2,0,0,Public,-1,2,0,Postgraduate,1,Female,64
15,96,0,0,1,7,58,0,1,3,0,0,Public,0,4,0,Postgraduate,0,Male,70
20,94,-1,-1,1,6,97,-1,1,2,0,0,Public,1,5,0,College,1,Male,70
16,67,1,1,0,9,99,0,1,2,0,0,Public,0,2,1,1 School,0,Male,64
24,61,-1,0,0,5,94,0,1,3,0,1,Private,0,2,1,College,0,Female,64
26,64,0,0,1,7,62,1,1,3,0,1,Private,-1,2,0,1 School,1,Male,66
24,71,-1,1,1,5,64,0,1,1,0,0,Public,0,3,0,College,1,Male,66
30,99,0,0,1,5,70,-1,1,2,0,0,Public,0,4,0,1 School,1,Female,74
22,82,1,1,0,8,79,0,0,2,0,0,Public,-1,1,0,College,1,Female,69
13,75,-1,1,1,6,100,1,1,1,0,0,Public,1,3,0,Postgraduate,1,Male,67
28,96,0,0,0,4,98,1,1,5,-1,0,Public,0,5,1,1 School,-1,Male,73
16,78,-1,0,0,6,96,1,1,0,0,0,Public,1,1,0,Postgraduate,1,Female,66
25,73,1,0,0,6,54,1,1,2,0,0,Public,0,4,0,1 School,0,Female,67
29,98,0,1,1,5,88,-1,1,3,-1,0,Public,0,2,0,College,1,Male,75
23,94,0,1,1,8,94,-1,1,2,0,1,Public,1,2,0,1 School,1,Male,73
11,94,0,0,0,5,67,0,1,2,1,0,Public,0,5,0,1 School,1,Female,67
14,80,1,-1,1,6,61,0,1,0,0,1,Public,0,4,0,College,0,Female,65
28,92,0,0,1,7,87,-1,1,1,-1,-1,Public,1,1,0,1 School,1,Female,71
19,67,0,0,1,6,55,-1,1,1,0,0,Public,0,4,0,1 School,1,Male,63
20,83,0,-1,1,6,97,1,1,2,-1,1,Public,0,4,0,1 School,0,Female,68
25,99,0,1,0,6,58,1,1,0,0,0,Private,1,4,0,1 School,1,Male,72
24,72,-1,1,1,5,73,-1,1,2,0,1,Public,1,2,0,1 School,1,Male,67
22,92,0,1,0,6,99,-1,1,1,0,0,Public,-1,4,0,College,1,Female,71
19,80,-1,-1,0,8,99,1,1,1,-1,0,Public,1,4,0,Postgraduate,1,Male,67
18,62,0,1,1,6,89,0,1,0,1,1,Private,1,3,0,Postgraduate,1,Female,66
25,91,0,1,0,7,92,0,1,3,-1,0,Public,-1,5,0,1 School,1,Male,72
23,67,-1,-1,0,9,98,0,1,2,-1,1,Public,-1,0,0,College,1,Female,64
18,85,0,0,0,8,96,0,1,0,1,1,Public,-1,3,0,College,0,Male,68
26,63,1,1,0,5,81,0,1,0,-1,0,Public,-1,2,0,1 School,0,Female,65
19,98,0,1,1,8,87,1,1,1,0,0,Private,1,4,0,Postgraduate,0,Male,74
15,72,0,-1,1,9,80,0,1,4,0,1,Private,0,4,0,College,0,Female,65
15,69,1,-1,1,6,75,0,0,2,-1,1,Public,1,2,0,1 School,1,Female,63
14,65,0,0,1,5,94,0,1,5,-1,0,Private,-1,3,0,Postgraduate,0,Male,65
18,98,-1,1,1,6,87,0,1,0,0,0,Public,0,1,0,1 School,1,Male,70
27,88,0,1,1,7,93,0,1,0,-1,0,Public,0,4,0,1 School,0,Male,71
15,90,0,0,1,8,55,0,1,1,-1,0,Public,0,1,0,College,1,Female,66
21,80,0,0,1,6,79,-1,1,2,0,1,Public,1,3,0,College,1,Male,69
16,79,0,1,1,4,66,1,1,2,0,0,Public,0,2,0,College,0,Male,67
18,64,0,1,1,5,76,-1,1,1,-1,0,Public,1,4,0,1 School,0,Male,64
11,82,1,1,0,8,81,1,1,2,-1,1,Public,1,2,0,1 School,0,Female,67
19,70,0,1,1,10,92,0,1,1,-1,1,Public,1,4,0,1 School,1,Male,67
19,99,1,0,0,7,52,0,1,1,0,0,Public,0,4,0,1 School,1,Male,70
23,92,1,1,0,9,58,0,1,2,-1,0,Private,0,1,0,Postgraduate,1,Female,71
21,77,0,-1,1,5,96,1,1,2,-1,1,Private,0,5,0,1 School,1,Female,68
13,66,1,1,0,6,98,-1,1,1,1,1,Public,1,2,0,1 School,1,Male,65
27,91,0,0,0,4,53,0,1,1,-1,0,Private,1,3,0,Postgraduate,1,Female,70
21,65,0,1,1,8,67,-1,0,1,-1,,Public,1,4,0,1 School,1,Female,64
21,68,1,1,1,6,50,1,1,3,0,-1,Private,0,4,0,1 School,1,Male,67
20,68,-1,-1,0,8,88,0,1,5,-1,-1,Private,0,3,0,1 School,0,Male,63
17,82,0,-1,1,6,84,1,1,2,-1,-1,Public,-1,3,0,1 School,0,Female,65
21,91,0,0,1,10,78,1,1,2,-1,1,Public,-1,2,0,1 School,1,Male,70
23,73,0,1,0,10,85,0,1,1,-1,0,Public,0,3,0,College,1,Male,67
10,63,0,1,0,4,77,-1,0,3,-1,0,Private,0,3,0,1 School,1,Male,60
17,79,-1,1,0,8,62,-1,1,1,-1,0,Public,0,3,0,1 School,1,Female,64
18,90,-1,0,0,6,88,-1,1,1,0,0,Private,-1,1,0,1 School,0,Female,65
22,69,0,0,0,8,89,-1,0,0,-1,1,Public,1,5,0,1 School,0,Female,64
27,69,0,-1,1,5,93,0,1,1,0,0,Public,1,4,0,College,0,Male,67
15,98,0,0,1,9,98,1,1,0,0,0,Private,1,3,0,1 School,1,Female,71
17,98,0,0,0,9,87,-1,1,0,1,0,Private,1,3,0,1 School,0,Female,69
17,100,0,1,1,5,53,-1,1,1,0,1,Public,1,4,0,1 School,1,Male,70
15,92,0,0,1,7,51,0,1,1,1,1,Public,1,3,0,College,1,Female,69
18,68,1,1,1,7,87,1,1,3,0,0,Public,1,4,0,1 School,1,Male,69
25,68,-1,0,1,8,53,-1,1,2,0,,Public,0,3,0,College,0,Female,64
14,74,-1,0,1,7,66,0,1,0,0,1,Private,-1,3,0,Postgraduate,1,Male,63
23,73,1,0,0,8,57,0,1,3,0,0,Public,1,2,0,College,1,Male,67
10,98,0,0,0,7,98,-1,0,0,0,0,Public,0,3,0,College,0,Female,66
17,92,0,1,1,8,66,0,1,2,-1,0,Public,1,3,0,1 School,1,Female,69
18,89,0,0,0,5,53,0,1,5,-1,1,Private,0,4,0,College,1,Male,69
30,67,0,0,0,7,97,1,1,2,1,0,Public,0,3,1,,1,Male,69
18,96,0,1,1,9,80,1,1,1,-1,0,Public,1,3,0,College,1,Male,72
7,93,1,1,1,9,52,1,1,1,0,-1,Private,-1,3,0,1 School,0,Female,65
8,67,0,0,1,7,92,0,1,0,1,1,Private,1,2,0,College,1,Male,63
20,95,0,0,0,7,58,-1,1,1,-1,1,Public,0,4,0,College,1,Male,69
24,71,1,0,1,9,90,-1,1,3,0,1,Private,0,3,0,College,1,Male,69
22,63,0,-1,1,7,80,0,1,2,1,1,Private,-1,2,0,College,0,Female,64
21,86,0,-1,1,9,59,1,1,2,0,1,Private,1,3,0,College,1,Male,69
27,86,0,1,0,7,88,0,1,1,0,0,Private,0,3,0,Postgraduate,0,Male,72
17,64,0,-1,0,7,73,1,1,1,-1,0,Public,0,4,0,College,1,Male,62
25,73,1,0,1,5,82,-1,0,1,0,0,Private,1,3,1,1 School,1,Male,66
10,100,-1,0,0,5,93,-1,1,2,0,-1,Public,0,1,0,1 School,-1,Female,65
15,87,1,1,1,8,63,0,1,0,1,0,Public,0,3,0,College,1,Female,69
9,89,0,-1,0,10,68,1,1,1,1,1,Public,-1,3,0,1 School,1,Female,65
18,69,1,0,1,7,100,0,1,3,0,1,Public,-1,2,0,1 School,1,Male,67
20,63,-1,0,1,7,75,-1,1,2,0,1,Public,0,2,0,1 School,1,Female,63
21,71,1,0,0,9,78,-1,1,2,0,0,Public,0,4,0,1 School,1,Male,66
20,70,-1,0,0,8,64,-1,1,0,-1,-1,Private,1,3,0,1 School,-1,Male,61
14,69,1,0,1,4,71,0,1,1,0,0,Public,1,4,0,1 School,,Female,64
19,68,0,-1,1,8,75,-1,1,1,0,0,Private,0,4,0,Postgraduate,1,Male,64
11,83,0,0,1,5,63,0,1,2,-1,0,Public,0,3,0,College,1,Male,65
28,73,0,-1,0,7,62,0,1,3,1,0,Public,0,3,0,Postgraduate,0,Female,68
18,93,-1,1,1,6,80,0,1,1,0,0,Private,-1,3,0,1 School,1,Male,69
17,67,0,0,0,6,59,0,1,0,0,0,Public,-1,3,0,1 School,1,Female,61
30,79,0,1,0,7,78,0,0,3,1,1,Private,1,2,0,Postgraduate,0,Female,72
13,61,0,-1,1,8,85,0,1,4,-1,0,Private,0,3,0,College,0,Male,61
13,79,1,1,0,7,60,0,1,1,-1,1,Private,0,4,0,College,0,Male,66
13,62,-1,0,1,9,87,0,1,1,-1,0,Public,-1,1,0,College,0,Male,60
20,99,0,-1,0,9,68,-1,1,1,-1,1,Public,1,3,0,Postgraduate,-1,Male,69
23,92,0,1,0,9,100,0,1,1,1,1,Public,0,2,1,College,1,Male,72
24,80,0,1,1,7,99,-1,1,2,0,0,Public,-1,2,0,1 School,0,Female,69
35,63,1,1,1,6,90,-1,1,0,0,0,Public,1,3,0,College,1,Male,71
7,84,0,1,0,7,67,0,1,1,0,0,Private,0,3,0,College,1,Male,64
24,90,-1,-1,1,9,97,1,1,3,-1,0,Public,1,4,0,1 School,1,Male,71
17,68,-1,0,1,9,100,1,1,1,0,1,Public,-1,3,0,1 School,0,Male,64
16,83,0,0,1,4,73,1,1,3,-1,-1,Public,-1,3,0,College,1,Female,67
16,93,0,-1,1,7,81,0,1,2,-1,0,Private,-1,3,1,Postgraduate,0,Male,67
15,91,-1,1,1,4,50,1,1,1,0,0,Public,0,3,0,1 School,0,Female,66
30,92,-1,0,1,7,52,0,1,3,1,0,Private,1,4,0,College,1,Male,73
25,95,0,1,1,6,75,0,1,1,0,0,Private,1,4,0,1 School,0,Male,73
20,98,0,0,0,6,80,0,1,0,0,0,Public,1,2,0,College,0,Male,70
28,76,-1,0,1,8,66,0,1,5,1,-1,Public,1,4,0,College,0,Male,70
11,83,0,-1,1,6,55,-1,1,0,-1,0,Public,1,4,1,Postgraduate,1,Female,62
12,92,1,-1,1,7,89,0,1,1,0,1,Private,0,2,0,Postgraduate,0,Male,68
7,88,1,1,1,6,71,0,1,0,-1,0,Public,1,3,0,1 School,0,Female,65
16,100,1,1,1,7,82,0,1,2,1,0,Public,1,2,0,1 School,1,Male,73
21,61,1,0,1,8,83,1,0,1,-1,,Private,0,3,0,College,1,Female,65
21,74,0,1,1,6,77,1,0,0,0,0,Public,0,3,0,College,1,Male,66
21,71,-1,0,1,8,59,0,1,3,-1,0,Public,0,3,0,College,0,Male,64
12,70,0,1,0,7,81,1,1,0,-1,0,Public,1,3,0,1 School,1,Male,63
25,69,0,0,0,7,66,0,0,0,-1,-1,Public,0,3,1,College,1,Male,62
21,88,1,0,1,6,91,-1,1,0,-1,0,Private,0,4,0,Postgraduate,0,Female,70
24,63,0,0,0,8,60,0,1,3,1,0,Public,0,3,0,1 School,1,Male,65
9,90,0,0,1,8,65,0,1,0,0,0,Private,0,5,0,1 School,-1,Male,64
22,88,0,0,0,7,72,-1,1,4,1,0,Public,-1,2,0,Postgraduate,1,Male,70
13,70,0,0,0,7,87,0,1,1,-1,-1,Public,0,5,0,1 School,1,Male,62
18,70,0,0,0,8,86,0,1,5,1,0,Public,1,2,0,1 School,1,Female,67
